bin	sign
11893	-1
11898	-1
11902	-1
11906	-1
11910	-1
11913	-1
11918	-1
11922	-1
11928	-1
11935	-1
11943	-1
11951	-1
11954	-1
11957	-1
11960	-1
11963	-1
11966	-1
11969	-1
11974	-1
11980	-1
11988	-1
11991	-1
11994	-1
11997	-1
12011	-1
12015	-1
12020	-1
12023	-1
12027	-1
12032	-1
12035	-1
12038	-1
12042	-1
12050	-1
12054	-1
12057	-1
12061	-1
12064	-1
12072	-1
12075	-1
12086	-1
12089	-1
12092	-1
12100	-1
12103	-1
12106	-1
12110	-1
12113	-1
12117	-1
12120	-1
12123	-1
12126	-1
12129	-1
12132	-1
12136	-1
12139	-1
12142	-1
12148	-1
12151	-1
12156	-1
12159	-1
12162	-1
12172	-1
12175	-1
12180	-1
12183	-1
12186	-1
12189	-1
12192	-1
12206	-1
12210	-1
12215	-1
12222	-1
12228	-1
12231	-1
12235	-1
12239	-1
12249	-1
12253	-1
12267	-1
12274	-1
12278	-1
12281	-1
12290	-1
12293	-1
12297	-1
12300	-1
12304	-1
12307	-1
12310	-1
12315	-1
12318	-1
12321	-1
12325	-1
12328	-1
12331	-1
12337	-1
12341	-1
12345	-1
12350	-1
12357	-1
12361	-1
12368	-1
12374	-1
12377	-1
12383	-1
12386	-1
12390	-1
12395	-1
12400	-1
12404	-1
12417	-1
12422	-1
12441	-1
12444	-1
12455	-1
12458	-1
12465	-1
12468	-1
12471	-1
12474	-1
12482	-1
12488	-1
12492	-1
12497	-1
12501	-1
12527	-1
12534	-1
12540	-1
12546	-1
12552	-1
12556	-1
12559	-1
12564	-1
12567	-1
12570	-1
12617	-1
12621	-1
12626	-1
12629	-1
12632	-1
12636	-1
12642	-1
12649	-1
12656	-1
12659	-1
12662	-1
12666	-1
12673	-1
12676	-1
12681	-1
12685	-1
12688	-1
12693	-1
12696	-1
12699	-1
12703	-1
12710	-1
12713	-1
12717	-1
12729	-1
12732	-1
12735	-1
12739	-1
12742	-1
12745	-1
12748	-1
12751	-1
12754	-1
12757	-1
12760	-1
12763	-1
12771	-1
12774	-1
12778	-1
12782	-1
12788	-1
12796	-1
12800	-1
12807	-1
12810	-1
12819	-1
12822	-1
12830	-1
12833	-1
12836	-1
12839	-1
12842	-1
12847	-1
12851	-1
12854	-1
12863	-1
12867	-1
12871	-1
12878	-1
12881	-1
12885	-1
12890	-1
12893	-1
12905	-1
12909	-1
12915	-1
12923	-1
12926	-1
12930	-1
12934	-1
12941	-1
12944	-1
12947	-1
12955	-1
12958	-1
12965	-1
12970	-1
12975	-1
12981	-1
12986	-1
12991	-1
12994	-1
12999	-1
13003	-1
13006	-1
13009	-1
13012	-1
13016	-1
13022	-1
13027	-1
13035	-1
13038	-1
13041	-1
13047	-1
13051	-1
13055	-1
13059	-1
13062	-1
13066	-1
13070	-1
13074	-1
13081	-1
13085	-1
13095	-1
13098	-1
13103	-1
13107	-1
13110	-1
13116	-1
13119	-1
13122	-1
13125	-1
13129	-1
13141	-1
13145	-1
13148	-1
13151	-1
13154	-1
13157	-1
13160	-1
13164	-1
13172	-1
13176	-1
13179	-1
13182	-1
13193	-1
13196	-1
13199	-1
13202	-1
13206	-1
13209	-1
13216	-1
13219	-1
13225	-1
13229	-1
13232	-1
13235	-1
13240	-1
13243	-1
13250	-1
13256	-1
13259	-1
13264	-1
13270	-1
13273	-1
13277	-1
13281	-1
13287	-1
13292	-1
13297	-1
13302	-1
13305	-1
13309	-1
13312	-1
13315	-1
13320	-1
13324	-1
13329	-1
13332	-1
13339	-1
13346	-1
13350	-1
13354	-1
13357	-1
13362	-1
13365	-1
13368	-1
13385	-1
13400	-1
13407	-1
13418	-1
13428	-1
13431	-1
13439	-1
13443	-1
13446	-1
13449	-1
13454	-1
13472	-1
13482	-1
13485	-1
13489	-1
13492	-1
13498	-1
13503	-1
13506	-1
13509	-1
13512	-1
13518	-1
13521	-1
13524	-1
13527	-1
13531	-1
13534	-1
13540	-1
13544	-1
13549	-1
13552	-1
13558	-1
13561	-1
13564	-1
13568	-1
13573	-1
13576	-1
13582	-1
13587	-1
13598	-1
13604	-1
13607	-1
13613	-1
13616	-1
13619	-1
13622	-1
13626	-1
13632	-1
13638	-1
13642	-1
13648	-1
13651	-1
13668	-1
13672	-1
13684	-1
13689	-1
13693	-1
13699	-1
13702	-1
13706	-1
13710	-1
13714	-1
13720	-1
13724	-1
13729	-1
13736	-1
13740	-1
13743	-1
13748	-1
13752	-1
13757	-1
13763	-1
13773	-1
13779	-1
13785	-1
13791	-1
13802	-1
13806	-1
13809	-1
13820	-1
13823	-1
13826	-1
13829	-1
13832	-1
13836	-1
13839	-1
13842	-1
13847	-1
13850	-1
13856	-1
13859	-1
13863	-1
13868	-1
13872	-1
13877	-1
13880	-1
13885	-1
13888	-1
13892	-1
13896	-1
13899	-1
13905	-1
13909	-1
13913	-1
13922	-1
13926	-1
13935	-1
13940	-1
13943	-1
13946	-1
13950	-1
13954	-1
13962	-1
13970	-1
13974	-1
13982	-1
13995	-1
13998	-1
14002	-1
14006	-1
14014	-1
14019	-1
14022	-1
14025	-1
14030	-1
14034	-1
14037	-1
14040	-1
14045	-1
14050	-1
14057	-1
14068	-1
14073	-1
14080	-1
14083	-1
14086	-1
14090	-1
14094	-1
14097	-1
14100	-1
14105	-1
14108	-1
14111	-1
14122	-1
14125	-1
14129	-1
14132	-1
14141	-1
14147	-1
14151	-1
14154	-1
14158	-1
14166	-1
14179	-1
14188	-1
14192	-1
14196	-1
14200	-1
14204	-1
14210	-1
14217	-1
14221	-1
14226	-1
14231	-1
14235	-1
14238	-1
14241	-1
14244	-1
14247	-1
14258	-1
14261	-1
14264	-1
14272	-1
14275	-1
14278	-1
14286	-1
14291	-1
14295	-1
14300	-1
14304	-1
14307	-1
14310	-1
14314	-1
14321	-1
14324	-1
14327	-1
14331	-1
14338	-1
14348	-1
14351	-1
14357	-1
14361	-1
14369	-1
14376	-1
14379	-1
14385	-1
14388	-1
14392	-1
14395	-1
14405	-1
14415	-1
14418	-1
14423	-1
14426	-1
14432	-1
14436	-1
14439	-1
14445	-1
14452	-1
14455	-1
14466	-1
14474	-1
14478	-1
14481	-1
14485	-1
14488	-1
14491	-1
14497	-1
14505	-1
14509	-1
14512	-1
14515	-1
14520	-1
14525	-1
14528	-1
14531	-1
14535	-1
14543	-1
14557	-1
14565	-1
14568	-1
14571	-1
14578	-1
14584	-1
14587	-1
14591	-1
14595	-1
14598	-1
14601	-1
14605	-1
14609	-1
14613	-1
14617	-1
14620	-1
14628	-1
14631	-1
14634	-1
14637	-1
14640	-1
14643	-1
14646	-1
14649	-1
14652	-1
14657	-1
14662	-1
14665	-1
14669	-1
14679	-1
14682	-1
14686	-1
14691	-1
14700	-1
14703	-1
14706	-1
14716	-1
14719	-1
14722	-1
14730	-1
14737	-1
14743	-1
14746	-1
14751	-1
14754	-1
14759	-1
14762	-1
14766	-1
14769	-1
14773	-1
14776	-1
14782	-1
14785	-1
14788	-1
14793	-1
14797	-1
14800	-1
14803	-1
14806	-1
14845	-1
14851	-1
14855	-1
14860	-1
14865	-1
14872	-1
14877	-1
14881	-1
14889	-1
14893	-1
14897	-1
14900	-1
14904	-1
14909	-1
14914	-1
14918	-1
14924	-1
14927	-1
14931	-1
14934	-1
14943	-1
14949	-1
14953	-1
14956	-1
14960	-1
14966	-1
14969	-1
14973	-1
14978	-1
14982	-1
14986	-1
14989	-1
14992	-1
14995	-1
14999	-1
15004	-1
15008	-1
15014	-1
15026	-1
15029	-1
15032	-1
15035	-1
15039	-1
15043	-1
15047	-1
15050	-1
15054	-1
15057	-1
15062	-1
15065	-1
15072	-1
15076	-1
15079	-1
15087	-1
15095	-1
15098	-1
15103	-1
15108	-1
15111	-1
15119	-1
15122	-1
15126	-1
15129	-1
15133	-1
15136	-1
15140	-1
15146	-1
15150	-1
15153	-1
15158	-1
15161	-1
15173	-1
15176	-1
15179	-1
15182	-1
15186	-1
15190	-1
15193	-1
15196	-1
15199	-1
15202	-1
15205	-1
15208	-1
15211	-1
15216	-1
15219	-1
15222	-1
15226	-1
15229	-1
15235	-1
15245	-1
15249	-1
15252	-1
15256	-1
15264	-1
15269	-1
15273	-1
15285	-1
15288	-1
15293	-1
15297	-1
15300	-1
15303	-1
15306	-1
15309	-1
15312	-1
15315	-1
15320	-1
15323	-1
15328	-1
15331	-1
15335	-1
15338	-1
15343	-1
15349	-1
15354	-1
15359	-1
15362	-1
15365	-1
15370	-1
15374	-1
15378	-1
15381	-1
15384	-1
15387	-1
15390	-1
15393	-1
15397	-1
15400	-1
15406	-1
15410	-1
15413	-1
15416	-1
15420	-1
15423	-1
15428	-1
15431	-1
15434	-1
15447	-1
15450	-1
15456	-1
15461	-1
15466	-1
15471	-1
15477	-1
15481	-1
15485	-1
15500	-1
15504	-1
15510	-1
15513	-1
15518	-1
15526	-1
15531	-1
15534	-1
15540	-1
15548	-1
15553	-1
15556	-1
15559	-1
15564	-1
15568	-1
15571	-1
15578	-1
15581	-1
15584	-1
15587	-1
15595	-1
15601	-1
15608	-1
15616	-1
15623	-1
15626	-1
15631	-1
15635	-1
15638	-1
15644	-1
15651	-1
15656	-1
15659	-1
15662	-1
15665	-1
15668	-1
15673	-1
15676	-1
15680	-1
15686	-1
15689	-1
15693	-1
15697	-1
15700	-1
15703	-1
15706	-1
15710	-1
15713	-1
15716	-1
15719	-1
15722	-1
15725	-1
15728	-1
15731	-1
15735	-1
15738	-1
15742	-1
15746	-1
15752	-1
15758	-1
15761	-1
15765	-1
15770	-1
15776	-1
15781	-1
15784	-1
15787	-1
15793	-1
15797	-1
15800	-1
15804	-1
15811	-1
15815	-1
15818	-1
15821	-1
15824	-1
15830	-1
15833	-1
15842	-1
15849	-1
15853	-1
15856	-1
15860	-1
15866	-1
15870	-1
15875	-1
15886	-1
15889	-1
15892	-1
15895	-1
15898	-1
15901	-1
15906	-1
15912	-1
15917	-1
15921	-1
15924	-1
15928	-1
15931	-1
15939	-1
15944	-1
15950	-1
15954	-1
15958	-1
15962	-1
15965	-1
15969	-1
15972	-1
15975	-1
15978	-1
15981	-1
15986	-1
15998	-1
16001	-1
16004	-1
16007	-1
16012	-1
16024	-1
16028	-1
16031	-1
16043	-1
16046	-1
16052	-1
16055	-1
16063	-1
16068	-1
16077	-1
16087	-1
16090	-1
16093	-1
16096	-1
16100	-1
16103	-1
16112	-1
16115	-1
16118	-1
16124	-1
16127	-1
16131	-1
16137	-1
16141	-1
16145	-1
16149	-1
16156	-1
16159	-1
16164	-1
16167	-1
16170	-1
16173	-1
16176	-1
16180	-1
16184	-1
16191	-1
16206	-1
16211	-1
16219	-1
16222	-1
16227	-1
16230	-1
16238	-1
16246	-1
16249	-1
16253	-1
16258	-1
16262	-1
16266	-1
16269	-1
16272	-1
16277	-1
16281	-1
16284	-1
16287	-1
16290	-1
16296	-1
16301	-1
16308	-1
16318	-1
16321	-1
16330	-1
16333	-1
16338	-1
16342	-1
16347	-1
16351	-1
16354	-1
16358	-1
16361	-1
16364	-1
16370	-1
16374	-1
16377	-1
16380	-1
16387	-1
16391	-1
16394	-1
16397	-1
16400	-1
16404	-1
16407	-1
16411	-1
16414	-1
16420	-1
16426	-1
16429	-1
16432	-1
16436	-1
16439	-1
16447	-1
16451	-1
16459	-1
16464	-1
16467	-1
16470	-1
16473	-1
16476	-1
16479	-1
16482	-1
16486	-1
16490	-1
16494	-1
16497	-1
16501	-1
16504	-1
16507	-1
16510	-1
16523	-1
16526	-1
16529	-1
16532	-1
16536	-1
16539	-1
16542	-1
16545	-1
16552	-1
16555	-1
16559	-1
16562	-1
16565	-1
16568	-1
16571	-1
16577	-1
16581	-1
16584	-1
16598	-1
16603	-1
16606	-1
16611	-1
16620	-1
16623	-1
16627	-1
16632	-1
16640	-1
16653	-1
16656	-1
16660	-1
16671	-1
16678	-1
16684	-1
16703	-1
16708	-1
16711	-1
16714	-1
16717	-1
16720	-1
16723	-1
16726	-1
16733	-1
16737	-1
16743	-1
16746	-1
16749	-1
16761	-1
16767	-1
16770	-1
16773	-1
16777	-1
16780	-1
16783	-1
16790	-1
16793	-1
16799	-1
16803	-1
16807	-1
16811	-1
16815	-1
16820	-1
16825	-1
16833	-1
16838	-1
16841	-1
16846	-1
16853	-1
16858	-1
16861	-1
16864	-1
16868	-1
16871	-1
16874	-1
16878	-1
16881	-1
16887	-1
16893	-1
16898	-1
16902	-1
16905	-1
16908	-1
16912	-1
16922	-1
16927	-1
16932	-1
16936	-1
16941	-1
16944	-1
16951	-1
16961	-1
16966	-1
16969	-1
16976	-1
16979	-1
16983	-1
16986	-1
16989	-1
16995	-1
16999	-1
17004	-1
17009	-1
17012	-1
17015	-1
17018	-1
17021	-1
17024	-1
17027	-1
17030	-1
17034	-1
17191	-1
17194	-1
17198	-1
17208	-1
17211	-1
17214	-1
17217	-1
17220	-1
17226	-1
17232	-1
17235	-1
17238	-1
17244	-1
17247	-1
17252	-1
17255	-1
17260	-1
17263	-1
17266	-1
17271	-1
17280	-1
17288	-1
17294	-1
17299	-1
17310	-1
17314	-1
17321	-1
17325	-1
17328	-1
17333	-1
17338	-1
17341	-1
17345	-1
17348	-1
17354	-1
17361	-1
17364	-1
17371	-1
17374	-1
17379	-1
17383	-1
17386	-1
17392	-1
17396	-1
17401	-1
17405	-1
17408	-1
17413	-1
17418	-1
17422	-1
17425	-1
17428	-1
17431	-1
17438	-1
17441	-1
17448	-1
17452	-1
17457	-1
17460	-1
17463	-1
17469	-1
17472	-1
17476	-1
17479	-1
17482	-1
17486	-1
17491	-1
17495	-1
17498	-1
17502	-1
17505	-1
17510	-1
17516	-1
17520	-1
17523	-1
17526	-1
17529	-1
17534	-1
17537	-1
17542	-1
17547	-1
17550	-1
17554	-1
17557	-1
17561	-1
17564	-1
17567	-1
17570	-1
17576	-1
17589	-1
17594	-1
17601	-1
17604	-1
17607	-1
17616	-1
17625	-1
17628	-1
17631	-1
17634	-1
17640	-1
17645	-1
17648	-1
17651	-1
17654	-1
17657	-1
17660	-1
17665	-1
17670	-1
17673	-1
17676	-1
17680	-1
17687	-1
17690	-1
17693	-1
17696	-1
17700	-1
17703	-1
17707	-1
17710	-1
17714	-1
17717	-1
17720	-1
17723	-1
17726	-1
17729	-1
17732	-1
17736	-1
17739	-1
17742	-1
17746	-1
17754	-1
17758	-1
17764	-1
17770	-1
17773	-1
17776	-1
17781	-1
17786	-1
17794	-1
17797	-1
17800	-1
17805	-1
17809	-1
17812	-1
17815	-1
17823	-1
17826	-1
17829	-1
17833	-1
17836	-1
17841	-1
17854	-1
17857	-1
17862	-1
17868	-1
17873	-1
17876	-1
17879	-1
17883	-1
17886	-1
17891	-1
17894	-1
17897	-1
17900	-1
17903	-1
17906	-1
17909	-1
17912	-1
17916	-1
17919	-1
17922	-1
17926	-1
17936	-1
17939	-1
17951	-1
17954	-1
17957	-1
17963	-1
17967	-1
17970	-1
17973	-1
17977	-1
17980	-1
17984	-1
17989	-1
17992	-1
17996	-1
18000	-1
18003	-1
18010	-1
18015	-1
18018	-1
18022	-1
18029	-1
18032	-1
18036	-1
18039	-1
18044	-1
18047	-1
18050	-1
18054	-1
18059	-1
18068	-1
18073	-1
18082	-1
18085	-1
18092	-1
18120	-1
18136	-1
18149	-1
18181	-1
18189	-1
18198	-1
18201	-1
18204	-1
18208	-1
18211	-1
18219	-1
18222	-1
18229	-1
18233	-1
18237	-1
18240	-1
18243	-1
18246	-1
18251	-1
18254	-1
18257	-1
18261	-1
18265	-1
18268	-1
18272	-1
18275	-1
18279	-1
18282	-1
18285	-1
18289	-1
18293	-1
18303	-1
18314	-1
18320	-1
18323	-1
18329	-1
18332	-1
18335	-1
18339	-1
18346	-1
18356	-1
18359	-1
18362	-1
18365	-1
18368	-1
18386	-1
18390	-1
18397	-1
18401	-1
18406	-1
18412	-1
18419	-1
18426	-1
18434	-1
18437	-1
18442	-1
18445	-1
18450	-1
18453	-1
18458	-1
18462	-1
18478	-1
18482	-1
18485	-1
18488	-1
18491	-1
18494	-1
18499	-1
18502	-1
18505	-1
18509	-1
18513	-1
18518	-1
18521	-1
18525	-1
18528	-1
18537	-1
18540	-1
18544	-1
18554	-1
18557	-1
18560	-1
18565	-1
18569	-1
18572	-1
18575	-1
18578	-1
18582	-1
18585	-1
18588	-1
18592	-1
18595	-1
18598	-1
18601	-1
18605	-1
18609	-1
18631	-1
18634	-1
18643	-1
18648	-1
18653	-1
18656	-1
18663	-1
18673	-1
18678	-1
18681	-1
18684	-1
18688	-1
18692	-1
18695	-1
18701	-1
18704	-1
18713	-1
18720	-1
18723	-1
18728	-1
18731	-1
18734	-1
18737	-1
18740	-1
18744	-1
18747	-1
18751	-1
18754	-1
18757	-1
18760	-1
18764	-1
18771	-1
18776	-1
18779	-1
18782	-1
18786	-1
18789	-1
18792	-1
18795	-1
18799	-1
18802	-1
18805	-1
18809	-1
18812	-1
18815	-1
18818	-1
18824	-1
18827	-1
18830	-1
18837	-1
18840	-1
8	1
11	1
14	1
20	1
23	1
26	1
35	1
42	1
46	1
49	1
52	1
56	1
59	1
62	1
65	1
68	1
72	1
76	1
79	1
82	1
86	1
89	1
92	1
97	1
102	1
105	1
108	1
111	1
114	1
118	1
122	1
125	1
128	1
137	1
141	1
144	1
151	1
155	1
158	1
166	1
171	1
174	1
177	1
180	1
183	1
186	1
190	1
193	1
196	1
201	1
206	1
209	1
212	1
215	1
218	1
222	1
225	1
228	1
231	1
237	1
241	1
244	1
249	1
252	1
256	1
262	1
265	1
268	1
272	1
276	1
280	1
290	1
295	1
298	1
301	1
304	1
308	1
313	1
316	1
320	1
323	1
326	1
329	1
332	1
342	1
349	1
352	1
363	1
366	1
369	1
373	1
376	1
379	1
383	1
386	1
395	1
399	1
402	1
405	1
411	1
425	1
431	1
438	1
441	1
445	1
451	1
455	1
458	1
461	1
465	1
468	1
472	1
478	1
482	1
490	1
494	1
498	1
502	1
506	1
510	1
518	1
521	1
524	1
528	1
539	1
542	1
545	1
550	1
554	1
558	1
561	1
569	1
574	1
578	1
583	1
595	1
598	1
603	1
610	1
613	1
617	1
620	1
623	1
626	1
629	1
632	1
637	1
640	1
647	1
652	1
655	1
658	1
661	1
666	1
669	1
674	1
679	1
688	1
691	1
702	1
707	1
712	1
719	1
723	1
728	1
732	1
735	1
741	1
746	1
756	1
760	1
764	1
767	1
771	1
774	1
778	1
782	1
785	1
788	1
793	1
796	1
799	1
803	1
808	1
811	1
814	1
819	1
829	1
840	1
843	1
850	1
853	1
856	1
869	1
873	1
876	1
882	1
885	1
888	1
891	1
895	1
898	1
901	1
904	1
907	1
910	1
913	1
919	1
925	1
930	1
933	1
936	1
939	1
942	1
946	1
949	1
952	1
964	1
967	1
970	1
977	1
981	1
984	1
987	1
992	1
995	1
1001	1
1011	1
1019	1
1027	1
1031	1
1036	1
1039	1
1043	1
1046	1
1050	1
1066	1
1073	1
1077	1
1081	1
1085	1
1094	1
1100	1
1106	1
1110	1
1113	1
1120	1
1131	1
1134	1
1138	1
1145	1
1156	1
1163	1
1168	1
1177	1
1182	1
1189	1
1195	1
1207	1
1216	1
1220	1
1227	1
1230	1
1235	1
1240	1
1246	1
1250	1
1253	1
1257	1
1260	1
1263	1
1266	1
1270	1
1273	1
1277	1
1281	1
1288	1
1291	1
1303	1
1310	1
1323	1
1332	1
1338	1
1342	1
1348	1
1351	1
1355	1
1358	1
1361	1
1366	1
1369	1
1373	1
1380	1
1387	1
1394	1
1398	1
1408	1
1411	1
1414	1
1417	1
1420	1
1423	1
1427	1
1430	1
1433	1
1439	1
1443	1
1454	1
1457	1
1462	1
1466	1
1470	1
1474	1
1477	1
1480	1
1483	1
1489	1
1492	1
1495	1
1498	1
1501	1
1517	1
1526	1
1529	1
1532	1
1535	1
1538	1
1541	1
1551	1
1554	1
1558	1
1570	1
1573	1
1576	1
1579	1
1584	1
1588	1
1591	1
1594	1
1598	1
1602	1
1608	1
1611	1
1614	1
1619	1
1625	1
1630	1
1633	1
1638	1
1642	1
1648	1
1651	1
1656	1
1659	1
1664	1
1670	1
1673	1
1676	1
1680	1
1683	1
1686	1
1689	1
1692	1
1696	1
1699	1
1703	1
1709	1
1712	1
1715	1
1718	1
1723	1
1727	1
1731	1
1741	1
1745	1
1752	1
1757	1
1760	1
1763	1
1766	1
1769	1
1773	1
1779	1
1782	1
1787	1
1792	1
1796	1
1801	1
1805	1
1814	1
1817	1
1820	1
1825	1
1828	1
1837	1
1841	1
1844	1
1850	1
1856	1
1860	1
1875	1
1878	1
1881	1
1885	1
1888	1
1895	1
1898	1
1910	1
1914	1
1920	1
1924	1
1935	1
1939	1
1951	1
1959	1
1962	1
1966	1
1972	1
1975	1
1979	1
1984	1
1987	1
1996	1
2000	1
2014	1
2018	1
2021	1
2024	1
2027	1
2032	1
2035	1
2041	1
2045	1
2052	1
2055	1
2059	1
2064	1
2067	1
2071	1
2076	1
2083	1
2089	1
2092	1
2096	1
2100	1
2103	1
2106	1
2109	1
2112	1
2115	1
2118	1
2134	1
2141	1
2147	1
2152	1
2158	1
2163	1
2171	1
2178	1
2245	1
2248	1
2251	1
2254	1
2259	1
2264	1
2268	1
2276	1
2279	1
2282	1
2285	1
2298	1
2301	1
2305	1
2308	1
2316	1
2320	1
2325	1
2329	1
2334	1
2337	1
2342	1
2347	1
2357	1
2362	1
2368	1
2372	1
2376	1
2380	1
2383	1
2386	1
2389	1
2392	1
2405	1
2409	1
2423	1
2428	1
2431	1
2435	1
2438	1
2441	1
2447	1
2451	1
2456	1
2460	1
2465	1
2469	1
2474	1
2478	1
2481	1
2491	1
2500	1
2507	1
2510	1
2516	1
2524	1
2527	1
2532	1
2543	1
2548	1
2551	1
2557	1
2561	1
2564	1
2568	1
2571	1
2577	1
2580	1
2587	1
2594	1
2599	1
2604	1
2609	1
2612	1
2616	1
2624	1
2636	1
2640	1
2643	1
2648	1
2655	1
2660	1
2665	1
2673	1
2678	1
2691	1
2698	1
2701	1
2710	1
2718	1
2726	1
2731	1
2736	1
2746	1
2749	1
2754	1
2758	1
2762	1
2768	1
2771	1
2775	1
2779	1
2786	1
2789	1
2793	1
2796	1
2802	1
2811	1
2816	1
2819	1
2823	1
2826	1
2834	1
2840	1
2853	1
2863	1
2866	1
2871	1
2877	1
2880	1
2884	1
2887	1
2890	1
2893	1
2896	1
2901	1
2906	1
2910	1
2914	1
2917	1
2920	1
2924	1
2930	1
2933	1
2936	1
2953	1
2957	1
2961	1
2966	1
2971	1
2974	1
2977	1
2983	1
2992	1
2995	1
3000	1
3004	1
3007	1
3013	1
3022	1
3031	1
3036	1
3040	1
3045	1
3062	1
3065	1
3068	1
3078	1
3088	1
3091	1
3095	1
3106	1
3113	1
3119	1
3123	1
3126	1
3129	1
3133	1
3136	1
3140	1
3144	1
3147	1
3152	1
3155	1
3167	1
3171	1
3177	1
3180	1
3184	1
3189	1
3192	1
3195	1
3199	1
3204	1
3211	1
3216	1
3219	1
3222	1
3225	1
3228	1
3233	1
3240	1
3245	1
3248	1
3263	1
3267	1
3278	1
3283	1
3286	1
3291	1
3297	1
3304	1
3307	1
3310	1
3314	1
3319	1
3327	1
3330	1
3341	1
3347	1
3352	1
3356	1
3359	1
3362	1
3365	1
3368	1
3371	1
3380	1
3389	1
3392	1
3403	1
3406	1
3409	1
3412	1
3416	1
3426	1
3429	1
3433	1
3437	1
3442	1
3447	1
3450	1
3453	1
3459	1
3462	1
3467	1
3471	1
3488	1
3492	1
3495	1
3498	1
3501	1
3504	1
3507	1
3510	1
3516	1
3519	1
3522	1
3526	1
3535	1
3538	1
3542	1
3545	1
3548	1
3563	1
3566	1
3576	1
3581	1
3586	1
3590	1
3594	1
3597	1
3600	1
3603	1
3606	1
3611	1
3616	1
3619	1
3623	1
3627	1
3631	1
3635	1
3638	1
3641	1
3646	1
3657	1
3661	1
3664	1
3672	1
3675	1
3678	1
3682	1
3689	1
3694	1
3697	1
3700	1
3705	1
3713	1
3716	1
3735	1
3738	1
3744	1
3748	1
3754	1
3757	1
3761	1
3766	1
3773	1
3776	1
3780	1
3784	1
3788	1
3797	1
3801	1
3804	1
3807	1
3810	1
3813	1
3819	1
3822	1
3825	1
3828	1
3831	1
3839	1
3842	1
3845	1
3853	1
3860	1
3865	1
3870	1
3877	1
3881	1
3887	1
3899	1
3908	1
3913	1
3943	1
3946	1
3959	1
3966	1
3986	1
3992	1
3995	1
3998	1
4003	1
4008	1
4012	1
4015	1
4018	1
4023	1
4027	1
4031	1
4034	1
4038	1
4041	1
4046	1
4052	1
4055	1
4060	1
4064	1
4070	1
4074	1
4077	1
4088	1
4093	1
4096	1
4099	1
4102	1
4106	1
4110	1
4113	1
4118	1
4121	1
4124	1
4128	1
4145	1
4151	1
4154	1
4157	1
4161	1
4166	1
4171	1
4175	1
4183	1
4190	1
4193	1
4196	1
4199	1
4202	1
4210	1
4217	1
4228	1
4231	1
4236	1
4253	1
4257	1
4262	1
4265	1
4268	1
4276	1
4281	1
4285	1
4289	1
4297	1
4301	1
4306	1
4311	1
4315	1
4318	1
4326	1
4329	1
4334	1
4338	1
4343	1
4346	1
4349	1
4355	1
4365	1
4368	1
4379	1
4387	1
4391	1
4400	1
4408	1
4413	1
4416	1
4421	1
4424	1
4436	1
4440	1
4445	1
4452	1
4459	1
4463	1
4470	1
4475	1
4478	1
4482	1
4485	1
4493	1
4504	1
4507	1
4510	1
4520	1
4523	1
4526	1
4530	1
4534	1
4540	1
4551	1
4554	1
4557	1
4562	1
4565	1
4568	1
4571	1
4574	1
4577	1
4582	1
4585	1
4588	1
4595	1
4601	1
4608	1
4611	1
4616	1
4622	1
4628	1
4632	1
4636	1
4639	1
4644	1
4650	1
4653	1
4656	1
4667	1
4670	1
4673	1
4677	1
4681	1
4684	1
4687	1
4690	1
4694	1
4698	1
4703	1
4706	1
4710	1
4713	1
4716	1
4722	1
4725	1
4728	1
4731	1
4740	1
4744	1
4747	1
4754	1
4764	1
4767	1
4773	1
4777	1
4780	1
4783	1
4786	1
4790	1
4802	1
4806	1
4809	1
4812	1
4815	1
4820	1
4824	1
4833	1
4839	1
4843	1
4848	1
4851	1
4856	1
4859	1
4864	1
4867	1
4878	1
4881	1
4892	1
4895	1
4901	1
4904	1
4909	1
4912	1
4920	1
4924	1
4930	1
4935	1
4938	1
4947	1
4955	1
4958	1
4961	1
4965	1
4968	1
4971	1
4974	1
4983	1
4990	1
4993	1
4999	1
5002	1
5006	1
5010	1
5014	1
5017	1
5020	1
5030	1
5035	1
5044	1
5050	1
5053	1
5057	1
5061	1
5065	1
5068	1
5072	1
5075	1
5082	1
5085	1
5090	1
5094	1
5102	1
5106	1
5111	1
5117	1
5125	1
5130	1
5133	1
5139	1
5145	1
5148	1
5151	1
5162	1
5165	1
5173	1
5179	1
5184	1
5187	1
5195	1
5205	1
5210	1
5216	1
5219	1
5227	1
5230	1
5234	1
5237	1
5242	1
5245	1
5249	1
5254	1
5258	1
5262	1
5265	1
5270	1
5273	1
5276	1
5280	1
5283	1
5286	1
5290	1
5294	1
5299	1
5302	1
5305	1
5308	1
5311	1
5315	1
5318	1
5322	1
5325	1
5329	1
5334	1
5341	1
5345	1
5350	1
5353	1
5356	1
5361	1
5364	1
5367	1
5371	1
5374	1
5378	1
5381	1
5384	1
5388	1
5393	1
5396	1
5401	1
5406	1
5409	1
5418	1
5422	1
5425	1
5428	1
5433	1
5436	1
5440	1
5443	1
5448	1
5452	1
5455	1
5458	1
5462	1
5466	1
5470	1
5473	1
5477	1
5480	1
5484	1
5490	1
5494	1
5500	1
5508	1
5515	1
5518	1
5521	1
5524	1
5534	1
5538	1
5543	1
5551	1
5557	1
5564	1
5567	1
5575	1
5578	1
5581	1
5588	1
5594	1
5597	1
5601	1
5613	1
5616	1
5622	1
5628	1
5631	1
